web-scraper-order,web-scraper-start-url,fecha,Hora,Condiciones meteorológicas,Tem,Viento,Hum,Presión,pagination
"1680688145-816","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","11:30","Mayormente cubierto","21°","13 km/h","60%","1020 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-817","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","12:00","Mayormente cubierto","22°","11 km/h","53%","1020 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-818","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","12:30","Mayormente cubierto","22°","9 km/h","53%","1020 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-819","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","13:00","Mayormente cubierto","22°","7 km/h","57%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-820","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","13:30","Parcialmente cubierto","22°","11 km/h","53%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-821","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","14:00","Parcialmente cubierto","22°","15 km/h","57%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-822","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","14:30","Parcialmente cubierto","23°","15 km/h","57%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-823","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","15:00","Nubes dispersas","23°","13 km/h","61%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-824","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","15:30","Parcialmente cubierto","22°","15 km/h","69%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-825","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","16:00","Parcialmente cubierto","21°","11 km/h","69%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-826","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","16:30","Mayormente cubierto","21°","11 km/h","69%","1018 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-827","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","17:00","Mayormente cubierto","21°","13 km/h","69%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-828","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","17:30","Mayormente cubierto","21°","11 km/h","69%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-829","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","18:00","Nubes dispersas","21°","9 km/h","69%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-830","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","18:30","Nubes dispersas","20°","7 km/h","68%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-831","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","19:00","Nubes dispersas","20°","9 km/h","68%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-832","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","19:30","Nubes dispersas","19°","9 km/h","73%","1019 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-833","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","20:00","Nubes dispersas","19°","9 km/h","73%","1020 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-834","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","20:30","Nubes dispersas","19°","11 km/h","73%","1020 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-835","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","21:00","Nubes dispersas","19°","11 km/h","73%","1020 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-836","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","21:30","Nubes dispersas","18°","11 km/h","77%","1020 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-837","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","22:00","Nubes dispersas","18°","11 km/h","77%","1020 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-838","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","22:30","Nubes dispersas","18°","11 km/h","77%","1021 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-839","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","23:00","Nubes dispersas","18°","11 km/h","77%","1021 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688145-840","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 17 Diciembre 2022","23:30","Parcialmente cubierto","18°","13 km/h","77%","1021 hPa","https://www.tutiempo.net/registros/gclp/17-diciembre-2022.html"
"1680688148-841","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","00:00","Mayormente cubierto","18°","11 km/h","77%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-842","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-843","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","00:30","Parcialmente cubierto","19°","11 km/h","73%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-844","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","01:00","Parcialmente cubierto","18°","9 km/h","77%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-845","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","01:30","Parcialmente cubierto","18°","11 km/h","77%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-846","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","02:00","Nubes dispersas","18°","11 km/h","83%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-847","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","02:30","Nubes dispersas","18°","11 km/h","83%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-848","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","03:00","Mayormente cubierto","18°","11 km/h","77%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-849","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","03:30","Mayormente cubierto","19°","9 km/h","78%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-850","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","04:00","Mayormente cubierto","19°","9 km/h","78%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-851","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","04:30","Mayormente cubierto","19°","7 km/h","83%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-852","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","05:00","Mayormente cubierto","19°","4 km/h","83%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-853","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","05:30","Mayormente cubierto","20°","4 km/h","78%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-854","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","06:00","Mayormente cubierto","20°","11 km/h","78%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-855","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","06:30","Mayormente cubierto","20°","9 km/h","73%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-856","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","07:00","Mayormente cubierto","20°","11 km/h","78%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-857","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","07:30","Parcialmente cubierto","20°","9 km/h","73%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-858","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","08:00","Parcialmente cubierto","20°","9 km/h","78%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-859","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","08:30","Nubes dispersas","20°","7 km/h","78%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-860","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","09:00","Nubes dispersas","21°","7 km/h","73%","1022 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-861","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","09:30","Parcialmente cubierto","21°","7 km/h","73%","1022 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-862","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","10:00","Mayormente cubierto","21°","6 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-863","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","10:30","Mayormente cubierto","21°","4 km/h","78%","1023 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-864","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","11:00","Mayormente cubierto","22°","11 km/h","69%","1023 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-865","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","11:30","Mayormente cubierto","22°","15 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-866","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","12:00","Mayormente cubierto","22°","13 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-867","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","12:30","Mayormente cubierto","22°","13 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-868","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","13:00","Parcialmente cubierto","22°","13 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-869","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","13:30","Nubes dispersas","22°","9 km/h","64%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-870","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","14:00","Nubes dispersas","22°","11 km/h","64%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-871","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","14:30","Nubes dispersas","22°","13 km/h","64%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-872","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","15:00","Nubes dispersas","22°","13 km/h","64%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-873","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","15:30","Nubes dispersas","22°","11 km/h","64%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-874","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","16:00","Despejado","22°","9 km/h","64%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-875","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","16:30","Despejado","21°","7 km/h","69%","1020 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-876","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","17:00","Despejado","21°","9 km/h","69%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-877","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","17:30","Despejado","21°","7 km/h","69%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-878","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","18:00","Despejado","21°","7 km/h","73%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-879","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","18:30","Despejado","20°","9 km/h","73%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-880","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","19:00","Despejado","20°","9 km/h","73%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-881","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","19:30","Despejado","19°","9 km/h","78%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-882","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","20:00","Despejado","19°","11 km/h","78%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-883","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","20:30","Despejado","19°","11 km/h","78%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-884","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","21:00","Despejado","19°","11 km/h","78%","1021 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-885","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","21:30","Despejado","19°","11 km/h","78%","1022 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-886","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","22:00","Despejado","19°","9 km/h","73%","1022 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-887","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","22:30","Despejado","18°","11 km/h","83%","1022 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-888","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","23:00","Despejado","18°","13 km/h","77%","1022 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
"1680688148-889","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 18 Diciembre 2022","23:30","Despejado","18°","13 km/h","77%","1022 hPa","https://www.tutiempo.net/registros/gclp/18-diciembre-2022.html"
